Word,Count,Prevalence,FreqZipfUS
aeromechanical,14,1.09,1.292
aeromechanics,13,1.356,1.292
aerometer,9,0.846,1.292
aerometric,10,0.453,1.292
aerometry,9,-0.148,1.292
aeronaut,8,1.03,1.292
aeronautic,10,1.667,1.292
aeronautical,12,1.704,2.406
aeronautically,14,1.493,1.292
aeronautics,11,1.776,2.292
aeroneurosis,12,-0.076,1.292
aerophobia,10,0.93,1.292
aerosol,7,2.094,2.468
aerospace,9,1.904,3.04
aerosphere,10,0.957,1.292
aerostat,8,0.317,1.292
aerostatic,10,0.882,1.292
aerostatics,11,0.644,1.292
aerostation,11,0.529,1.292
aerotherapeutics,16,0.382,1.292
aertex,6,-0.73,1.292
aesthete,8,0.284,2.137
aesthetic,9,2.125,2.836
aesthetical,11,1.096,1.292
aesthetically,13,2.001,2.406
aesthetician,12,1.13,1.292
aestheticism,12,1.359,1.292
aesthetics,10,2.064,2.496
afar,4,1.635,3.07
afeard,6,-0.293,2.371
affability,10,1.147,1.991
affable,7,1.335,2.137
affableness,11,0.553,1.292
affably,7,1.031,1.769
affair,6,2.437,4.469
affaire,7,0.01,1.593
affect,6,2.255,4.047
affectation,11,1.19,2.195
affected,8,2.44,3.831
affectedly,10,0.949,1.593
affectedness,12,0.861,1.292
affecter,8,0.261,1.292
affecting,9,2.234,3.409
affectingly,11,0.821,1.292
affection,9,2.434,3.927
affectionate,12,2.259,3.356
affectionately,14,2.576,2.797
affectionateness,16,0.115,1.292
affective,9,1.583,1.991
affectively,11,1.167,1.292
affectivity,11,0.815,1.292
affectless,10,0.797,1.593
afferent,8,-0.403,1.292
affiance,8,0.238,1.292
affiant,7,-0.13,1.593
affidavit,9,1.301,3.296
affiliate,9,2.173,2.496
affiliation,11,2.335,2.707
affine,6,-0.404,1.292
affined,7,-0.337,1.292
affinitive,10,1.316,1.292
affinity,8,1.969,2.769
affirm,6,1.953,2.547
affirmable,10,1.631,1.292
affirmance,10,0.33,1.292
affirmation,11,2.117,2.739
affirmative,11,2.324,3.676
affirmatively,13,1.983,1.894
affirmer,8,1.089,1.292
affix,5,1.517,2.137
affixation,10,1.164,1.292
affixer,7,0.694,1.292
affixture,9,0.419,1.292
afflation,9,-0.292,1.292
afflatus,8,-1.045,1.593
afflict,7,1.884,1.991
afflicted,9,2.423,3.111
afflicter,9,0.523,1.292
afflicting,10,2.187,2.137
affliction,10,2.331,3.077
afflictive,10,0.881,1.593
afflictively,12,0.037,1.292
affluence,9,2.331,2.195
affluent,8,2.247,2.496
affluently,10,2.124,1.292
afflux,6,0.365,1.292
afford,6,2.423,4.647
affordability,13,2.116,1.593
affordable,10,2.422,2.823
afforest,8,-0.71,1.292
afforestation,13,-0.361,1.292
affranchise,11,-0.244,1.292
affray,6,0.326,1.292
affricate,9,-0.647,1.292
affricated,10,-0.765,1.292
affrication,11,-0.788,1.292
affricative,11,-0.491,1.292
affright,8,-0.136,1.769
affrighted,10,-0.024,1.292
affrightedly,12,-0.43,1.292
affront,7,1.581,2.783
affronted,9,1.582,1.769
affronter,9,0.336,1.292
affronting,10,1.04,1.292
affrontingly,12,0.407,1.292
afghan,6,1.845,2.769
aficionado,10,1.01,2.371
afield,6,0.767,2.137
afire,5,0.821,2.707
aflame,6,1.452,2.547
afloat,6,2.435,3.226
aflutter,8,0.851,1.991
afoot,5,1.712,3.016
afore,5,0.869,2.593
aforehand,9,0.67,1.593
aforementioned,14,1.855,2.69
aforesaid,9,0.679,1.991
aforethought,12,0.76,1.894
aforetime,9,0.33,1.292
aforetimes,10,0.428,1.292
afoul,5,0.741,2.371
afraid,6,2.332,5.393
afresh,6,0.961,2.438
afro,4,1.738,3.055
aft,3,1.055,3.55
after,5,2.322,5.834
afterbirth,10,2.17,2.07
afterburner,11,1.136,1.769
afterburning,12,1.022,1.292
aftercare,9,1.707,2.07
afterdamp,9,-0.58,1.292
afterdeck,9,0.206,1.769
aftereffect,11,1.028,1.894
aftergame,9,0.746,1.292
afterglow,9,1.981,2.522
afterguard,10,0.465,1.292
afterhours,10,1.372,1.292
afterimage,10,0.428,1.769
afterlife,9,2.18,3.206
afterload,9,0.637,1.292
aftermarket,11,1.113,1.769
aftermath,9,2.236,3.024
aftermost,9,0.556,1.292
afternoon,9,2.446,4.961
afternoons,10,2.319,3.3
afterparty,10,1.451,1.292
afterpiece,10,0.459,1.292
aftersale,9,0.897,1.292
afterschool,11,1.334,2.07
aftershave,10,2.241,3.04
aftershock,10,2.438,2.406
aftertaste,10,2.004,2.371
afterthought,12,1.882,2.438
aftertime,9,0.669,1.292
aftertimes,10,0.483,1.292
afterward,9,2.242,3.345
afterwards,10,2.175,4.146
afterword,9,1.356,1.292
afterworld,10,1.235,1.593
again,5,2.431,5.899
against,7,2.33,5.304
agama,5,-1.035,1.292
agamid,6,-1.29,1.292
agapanthus,10,-0.467,1.894
agape,5,1.414,1.292
agar,4,0.37,1.593
agarose,7,-0.818,1.593
agate,5,1.164,1.769
agateware,9,-0.716,1.292
agave,5,0.894,1.769
age,3,2.44,4.898
aged,4,2.576,3.557
agedly,6,0.53,1.292
agedness,8,0.548,1.292
ageism,6,1.24,2.406
ageist,6,1.083,1.991
ageless,7,2.426,2.496
agelessness,11,1.457,1.292
agency,6,2.351,4.288
agenda,6,2.107,3.865
agendum,7,0.124,1.292
agenesis,8,-0.183,1.292
agent,5,2.432,5.011
agential,8,-0.487,1.292
agentive,8,-0.485,1.292
ager,4,0.043,1.593
ageratum,8,-1.07,1.593
aggie,5,-0.144,3.321
aggiornamento,13,-1.24,1.292
agglomerate,11,0.056,1.292
agglomerated,12,0.133,1.292
agglomeration,13,0.175,1.292
agglomerative,13,-0.195,1.292
agglutinant,11,-0.649,1.292
agglutinate,11,-0.349,1.593
agglutination,13,-0.309,1.292
agglutinative,13,-0.657,1.292
agglutinin,10,-1.003,1.593
aggradation,11,-0.138,1.292
aggrandize,10,0.413,1.593
aggrandizement,14,0.276,1.593
aggrandizer,11,0.225,1.292
aggravate,9,2.022,2.872
aggravated,10,2.141,3.105
aggravating,11,2.053,2.69
aggravatingly,13,1.213,1.292
aggravation,11,2.005,3.07
aggravator,10,1.82,1.292
aggregate,9,1.984,2.333
aggregately,11,0.785,1.292
aggregation,11,1.826,1.769
aggregative,11,0.791,1.292
aggregator,10,1.36,1.292
aggress,7,0.431,1.769
aggression,10,2.181,3.45
aggressive,10,2.441,3.9
aggressively,12,2.256,2.848
aggressiveness,14,2.122,2.614
aggressor,9,2.169,2.769
aggrieve,8,1.065,1.292
aggrieved,9,1.354,2.333
aggrievedly,11,0.538,1.292
aghast,6,1.537,2.195
agile,5,2.177,2.614
agilely,7,0.739,1.292
agility,7,2.235,2.672
aging,5,1.901,3.412
agitate,7,1.92,2.654
agitated,8,2.244,3.402
agitatedly,10,1.181,1.292
agitation,9,2.185,2.707
agitator,8,1.823,2.371
agitprop,8,-0.619,1.593
agleam,6,-0.264,1.292
aglet,5,-0.298,1.593
agley,5,-1.144,1.292
aglitter,8,0.051,1.292
aglow,5,1.168,2.69
agnail,6,-1.18,1.292
agnate,6,-0.218,2.07
agnatic,7,-0.762,1.292
agnation,8,-0.642,1.292
agnomen,7,-0.578,1.292
agnosia,7,-0.206,1.593
agnostic,8,2.015,2.593
agnostically,12,1.491,1.292
agnosticism,11,1.462,1.292
ago,3,2.102,5.456
agog,4,0.608,2.137
agonic,6,-0.46,1.292
agonist,7,0.549,1.593
agonistic,9,0.846,1.292
agonistically,13,0.686,1.292
agonistics,10,0.477,1.292
agonize,7,2.133,2.07
agonizing,9,2.247,2.86
agonizingly,11,2.09,1.292
agony,5,2.181,3.575
agora,5,0.364,1.593
agoraphobia,11,1.517,2.195
agoraphobic,11,1.348,2.292
agouti,6,-0.886,1.292
agrarian,8,0.716,2.246
agrarianism,11,0.273,1.292
agree,5,2.576,4.81
agreeability,12,1.37,1.292
agreeable,9,2.576,3.206
agreeableness,13,1.171,1.292
agreeably,9,2.138,1.894
agreed,6,2.333,4.555
agreeing,8,2.433,3.321
agreement,9,2.576,4.243
agribusiness,12,0.576,2.195
agricultural,12,2.136,2.982
agriculturalist,15,2.141,1.769
agriculturally,14,1.984,1.292
agriculture,11,2.431,3.048
agriculturist,13,1.663,1.292
agrobacterium,13,0.129,1.292
agrobiologist,13,0.801,1.292
agrochemical,12,0.649,1.292
agrological,11,-0.104,1.292
agrology,8,-0.418,1.292
agronomic,9,0.575,1.292
agronomical,11,0.393,1.292
agronomics,10,0.734,1.292
agronomist,10,0.503,1.292
agronomy,8,0.343,1.292
aground,7,1.088,2.707
ague,4,0.1,1.769
aguish,6,-0.379,1.292
ah,2,1.508,5.315
aha,3,0.781,3.849
ahead,5,2.576,5.297
ahem,4,1.301,3.885
ahimsa,6,-1.272,1.292
ahistoric,9,0.04,1.292
ahistorical,11,0.297,1.292
ahold,5,0.726,3.78
ahoy,4,1.868,3.571
aid,3,2.254,4.143
aide,4,1.799,3.309
aider,5,0.245,1.593
aides,5,1.4,2.81
aidless,7,0.836,1.292
aids,4,2.342,3.032
aigrette,8,-1.107,1.292
aiguillette,11,-0.776,1.292
aikido,6,0.225,1.991
ail,3,0.869,2.371
ailanthus,9,-1.149,1.292
aileron,7,-0.357,1.593
ailing,6,1.682,2.723
ailment,7,2.073,2.723
aim,3,2.26,4.172
aimer,5,0.336,1.894
aiming,6,2.437,3.58
aimless,7,2.165,2.468
aimlessly,9,2.325,2.634
aimlessness,11,1.889,1.292
air,3,2.576,5.143
airbag,6,2.438,2.614
airbase,7,1.763,2.07
airbed,6,1.369,1.292
airboat,7,1.196,1.991
airborne,8,2.424,3.626
airbrush,8,2.244,2.292
aircraft,8,2.437,3.976
aircraftman,11,1.008,1.292
aircraftsman,12,1.114,1.593
aircrew,7,1.494,1.894
airdrome,8,-0.023,1.769
airdrop,7,1.009,1.769
airfare,7,1.833,2.406
airfield,8,2.04,3.367
airflow,7,2.576,2.195
airfoil,7,0.401,1.593
airforce,8,1.619,1.292
airframe,8,0.678,1.292
airfreight,10,1.316,1.292
airhead,7,2.24,2.739
airily,6,0.961,1.292
airiness,8,1.281,1.593
airing,6,1.834,2.81
airless,7,1.752,2.07
airlift,7,2.111,2.468
airline,7,2.428,3.813
airliner,8,2.021,2.769
airlock,7,2.022,2.925
airmail,7,1.838,2.547
airman,6,1.69,2.783
airmanship,10,0.946,1.292
airmobile,9,0.456,1.593
airpark,7,0.392,1.292
airplane,8,2.435,4.038
airplay,7,1.474,2.371
airport,7,2.346,4.58
airpower,8,1.293,1.292
airproof,8,1.049,1.292
airscrew,8,-0.083,1.292
airshaft,8,1.435,1.292
airship,7,1.815,2.783
airshow,7,1.759,1.292
airsick,7,1.296,2.522
airsickness,11,1.439,1.769
airspace,8,2.067,3.211
airspeed,8,1.781,2.69
airstream,9,1.88,2.246
airstrike,9,1.956,2.195
airstrip,8,2.12,3.055
airtight,8,1.892,3.055
airtime,7,2.184,2.438
airwards,8,0.236,1.292
airwave,7,2.179,1.593
airway,6,2.576,3.216
airwoman,8,0.57,1.292
airworthiness,13,0.557,1.292
airworthy,9,1.135,1.593
airy,4,1.752,2.522
aisle,5,2.072,3.872
aisled,6,0.396,1.292
aitch,5,-0.788,1.292
aitchbone,9,-1.312,1.292
ajar,4,1.74,2.672
aka,3,0.361,3.016
akimbo,6,0.588,1.991
akin,4,1.515,2.468
al,2,-0.235,5.017
ala,3,-0.328,1.991
alabaster,9,1.396,2.836
alack,5,0.064,2.137
alackaday,9,-0.597,1.593
alacritous,10,-0.13,1.292
alacrity,8,0.669,2.07
alameda,7,-0.284,2.925
alanine,7,-0.322,1.292
alar,4,-0.869,2.195
alarm,5,2.576,4.475
alarmclock,10,0.74,1.292
alarmed,7,2.434,3.474
alarming,8,2.576,3.063
alarmingly,10,2.071,2.246
alarmism,8,0.887,1.292
alarmist,8,1.829,2.547
alarum,6,-0.695,1.894
alary,5,-1.186,1.292
alas,4,1.829,3.584
alb,3,-0.766,1.593
alba,4,0.092,2.836
albacore,8,0.602,2.246
albatross,9,1.676,2.905
albedo,6,-0.607,1.292
albeit,6,1.338,2.883
albescence,10,-0.821,1.292
albinism,8,0.858,1.769
albino,6,2.241,3.07
album,5,2.431,4.01
albumen,7,0.406,1.292
albumenize,10,-0.457,1.292
albumin,7,0.28,1.991
albuminoidal,12,-0.563,1.292
albuminuria,11,-0.69,1.292
albuterol,9,0.219,1.292
alcazar,7,-0.081,1.769
alchemic,8,1.063,1.292
alchemical,10,0.478,2.137
alchemically,12,0.834,1.593
alchemist,9,1.942,2.468
alchemistic,11,1.249,1.292
alchemistical,13,0.065,1.292
alchemize,9,0.814,1.593
alchemy,7,1.847,2.371
alcohol,7,2.437,4.219
alcoholic,9,2.173,3.793
alcoholically,13,0.37,1.292
alcoholism,10,2.429,2.935
alcoholmeter,12,-0.016,1.292
alcoholometry,13,-0.383,1.292
alcove,6,1.526,2.69
aldehyde,8,-0.016,1.292
alder,5,0.696,2.07
alderman,8,0.615,2.915
aldermanic,10,-0.717,1.292
aldermanity,11,-1.131,1.292
aldermanship,12,0.291,1.292
alderwoman,10,0.367,1.292
aldosterone,11,-0.633,1.292
ale,3,2.015,3.599
aleck,5,-0.515,1.292
alee,4,-0.519,2.07
alehouse,8,1.095,1.593
alembic,7,-0.547,1.593
aleph,5,-0.346,2.137
alephs,6,-0.485,1.292
alert,5,2.328,4.314
alertly,7,1.161,1.769
alertness,9,2.261,1.991
alewife,7,-0.339,1.292
alexandrine,11,-0.215,2.195
alexandrite,11,0.134,1.292
alexia,6,-0.25,2.707
alexic,6,-0.869,1.292
alexipharmic,12,-1.238,1.292
alfalfa,7,1.281,2.823
alfresco,8,1.277,2.195
alga,4,-0.218,1.292
algae,5,2.013,2.654
algaecide,9,0.31,1.292
algal,5,-0.458,1.292
algarroba,9,-1.578,1.292
algebra,7,2.157,3.251
algebraic,9,1.79,1.894
algebraically,13,1.413,1.292
algebraist,10,0.385,1.292
algid,5,-1.066,1.292
algidity,8,-1.029,1.292
alginate,8,-0.21,1.769
algoid,6,-0.824,1.292
algolagnic,10,-1.366,1.292
algological,11,-0.451,1.292
algologist,10,-0.54,1.292
algometry,9,-0.446,1.292
algorism,8,0,1.292
algorithm,9,1.448,2.739
algorithmic,11,1.583,2.333
alias,5,2.104,3.612
alibi,5,1.769,3.922
alidade,7,-1.229,1.292
alien,5,2.171,4.241
alienability,12,0.577,1.292
alienable,9,0.935,1.292
alienate,8,2.115,2.769
alienation,10,1.95,2.654
alienator,9,1.206,1.292
alienist,8,0.58,2.246
aliens,6,2.434,3.984
alight,6,1.362,2.634
align,5,2.176,2.836
aligner,7,0.685,1.292
alignment,9,2.17,3.124
alike,5,2.438,4.055
alikeness,9,0.773,1.292
aliment,7,0.36,1.292
alimental,9,0.026,1.292
alimentary,10,0.36,1.991
alimentation,12,0.261,1.292
alimentative,12,-0.04,1.292
alimony,7,1.61,3.416
aliped,6,-1.203,1.292
aliphatic,9,-0.669,1.292
aliquant,8,-0.644,1.292
aliquot,7,-0.69,1.292
alit,4,-0.051,1.769
alive,5,2.315,5.188
aliveness,9,0.382,1.292
alizarin,8,-1.171,1.292
alkahest,8,-1.629,1.292
alkalescency,12,-0.778,1.292
alkali,6,1.075,2.571
alkalimeter,11,0.206,1.292
alkaline,8,2.192,2.522
alkalinity,10,0.952,1.292
alkalinize,10,0.861,1.593
alkalization,12,0.968,1.292
alkalize,8,0.928,1.593
alkaloid,8,1.297,2.246
alkalosis,9,-0.305,1.769
alkane,6,-0.204,1.593
alkanet,7,-1.121,1.292
alkene,6,-0.23,1.292
alky,4,-0.64,2.634
alkyd,5,-0.775,1.593
alkyl,5,-0.095,1.292
alkylation,10,-0.288,1.292
all,3,2.322,6.712
allantois,9,-1.606,1.292
allay,5,0.475,2.547
allayer,7,-0.491,1.292
allayment,9,-0.275,1.292
allegation,10,1.947,2.739
allege,6,1.029,2.371
allegeable,10,0.552,1.292
alleged,7,1.923,3.601
allegedly,9,2.05,3.349
alleger,7,0.109,1.292
allegiance,10,2.435,3.496
allegiant,9,0.537,1.769
allegoric,9,1.087,1.292
allegorical,11,1.284,2.246
allegorically,13,1.299,1.292
allegorist,10,0.866,1.292
allegoristic,12,0.697,1.292
allegorize,10,0.806,1.292
allegory,8,1.566,2.406
allegretto,10,0.401,1.292
allegro,7,1.328,2.723
allele,6,0.103,1.769
allelic,7,-0.682,1.292
alleluia,8,0.239,2.797
allemande,9,-0.138,2.137
allergen,8,1.889,1.894
allergenic,10,1.658,1.292
allergic,8,2.195,3.909
allergist,9,1.411,1.769
allergy,7,2.444,3.231
alleviate,9,1.963,2.672
alleviation,11,1.614,1.292
alleviative,11,1.041,1.292
alleviator,10,0.988,1.292
alleviatory,11,0.49,1.292
alley,5,2.187,4.212
alleyway,8,1.554,2.905
alliaceous,10,-0.826,1.292
alliance,8,2.252,3.96
allied,6,2.18,3.462
allies,6,2.186,3.708
alligator,9,2.169,3.545
alliterate,10,1.064,1.292
alliteration,12,1.821,2.292
alliterative,12,1.046,1.593
alliteratively,14,0.826,1.292
alliterativeness,16,0.598,1.292
allium,6,-0.011,1.593
allocable,9,0.064,1.292
allocate,8,2.241,2.246
allocation,10,1.962,2.333
allocative,10,0.557,1.292
allocator,9,1.367,1.292
allocution,10,0.365,1.769
allogeneic,10,0.075,1.292
allograft,9,-0.765,1.894
allograph,9,-0.003,1.292
allomorph,9,-0.367,1.292
allomorphic,11,0.117,1.292
allonym,7,-0.614,1.292
allopath,8,-0.459,1.292
allopathic,10,0.003,1.292
allopathically,14,-0.158,1.292
allophone,9,-0.504,1.292
allopolyploid,13,-0.829,1.292
allopurinol,11,-0.777,1.593
allosteric,10,-0.526,1.292
allot,5,0.572,2.246
allotment,9,1.676,2.593
allotrope,9,0.228,1.292
allotropic,10,0.28,1.292
allotropically,14,-0.191,1.292
allotropy,9,-0.073,1.292
allotter,8,0.012,1.292
allover,7,-0.083,1.769
allow,5,2.171,4.647
allowable,9,1.977,2.07
allowableness,13,-0.19,1.292
allowably,9,0.803,1.292
allowance,9,2.332,3.717
allowedly,9,0.182,1.292
alloy,5,1.905,3.016
allspice,8,1.18,1.894
allude,6,1.691,2.333
allure,6,2.041,2.783
allurement,10,0.659,1.292
allurer,7,0.476,1.292
alluring,8,2.018,2.634
alluringly,10,1.484,1.292
alluringness,12,0.586,1.292
allusion,8,1.144,2.137
allusive,8,1.199,1.292
allusively,10,0.982,1.292
allusiveness,12,1.235,1.292
alluvia,7,-0.179,1.292
alluvial,8,0.171,1.593
alluvium,8,0.093,1.292
ally,4,1.798,4.514
alma,4,0.824,3.762
almagest,8,-1.024,1.292
almanac,7,1.515,2.935
almandine,9,-0.13,1.769
almightily,10,0.588,1.292
almightiness,12,1.089,1.769
almighty,8,2.427,3.942
almond,6,2.324,3.048
almoner,7,-0.747,1.292
almonry,7,-1.174,1.292
almost,6,2.434,5.286
alms,4,0.894,2.707
almsgiver,9,0.52,1.292
almsgiving,10,0.38,1.292
almshouse,9,0.405,1.769
almsman,7,0.221,1.292
almswoman,9,0.196,1.292
alnico,6,-1.649,1.292
aloe,4,1.996,2.496
aloft,5,1.914,2.872
aloha,5,1.461,3.468
alone,5,2.334,5.489
aloneness,9,1.027,1.593
along,5,2.241,5.262
alongshore,10,0.471,1.292
alongside,9,1.945,3.577
aloof,5,1.974,2.823
aloofly,7,0.44,1.292
aloofness,9,1.574,1.292
alopecia,8,0.686,2.195
aloud,5,2.347,3.27
alp,3,1.011,2.137
alpaca,6,1.429,2.333
alpenglow,9,-0.772,1.292
alpenhorn,9,-0.494,1.292
alpenstock,10,-0.707,1.292
alpha,5,2.234,3.91
alphabet,8,2.343,3.399
alphabetic,10,1.971,1.292
alphabetical,12,2.162,2.945
alphabetically,14,2.244,2.783
alphabetization,15,1.386,1.292
alphabetize,11,1.696,2.07
alphabetizer,12,1.094,1.292
alphanumeric,12,1.266,2.07
alphanumerical,14,1.524,1.292
alphorn,7,-0.896,1.292
alpine,6,2.126,3.111
alpinism,8,-0.032,1.292
alpinist,8,0.228,1.292
alprazolam,10,-0.626,1.292
already,7,2.433,5.503
alright,7,1.62,4.899
alsike,6,-1.931,1.292
also,4,2.576,5.314
alt,3,0.733,2.406
altar,5,2.182,3.707
altarpiece,10,1.033,1.769
alter,5,2.19,3.681
alterability,12,1.053,1.292
alterable,9,1.545,1.292
alterably,9,0.569,1.292
alteration,10,2.426,2.86
alterative,10,0.348,1.292
altercate,9,1.074,1.292
altercation,11,2.084,2.872
altercative,11,0.044,1.292
alternant,9,-0.042,1.292
alternate,9,2.443,3.55
alternately,11,1.89,1.991
alternating,11,2.426,2.634
alternation,11,1.029,1.769
alternative,11,2.576,3.97
alternatively,13,2.32,2.07
alternativeness,15,0.55,1.292
alternator,10,1.73,2.571
althea,6,-0.436,2.964
althorn,7,-1.107,1.292
although,8,2.266,4.623
altimeter,9,0.882,2.672
altimetry,9,-0.094,1.292
altissimo,9,0.141,1.292
altitude,8,2.075,3.591
altitudinal,11,0.715,1.292
alto,4,1.471,3.137
altogether,10,1.91,3.808
altruism,8,1.491,2.371
altruist,8,1.295,1.593
altruistic,10,1.414,2.571
altruistically,14,1.421,1.593
alular,6,-0.96,1.292
alum,4,0.896,2.195
alumina,7,-0.023,1.292
aluminate,9,0.152,1.292
aluminiferous,13,-0.06,1.292
aluminize,9,0.465,1.292
aluminothermy,13,-0.682,1.292
aluminous,9,0.277,1.292
aluminum,8,2.079,3.356
alumna,6,0.575,1.593
alumnae,7,0.828,1.991
alumni,6,1.899,3.246
alumnus,7,1.103,2.69
alumroot,8,-0.348,1.292
alveolar,8,-0.072,1.991
alveoli,7,0.371,1.991
alveolus,8,-0.348,1.593
always,6,2.249,5.816
alyssum,7,0.067,1.292
alzheimer,9,2.086,3.226
am,2,2.321,6.043
amah,4,-1.052,1.593
amalgam,7,0.814,2.292
amalgamable,11,0.345,1.292
amalgamate,10,0.992,1.292
amalgamated,11,1.077,2.137
amalgamation,12,1.047,2.137
amalgamative,12,0.521,1.292
amalgamator,11,0.635,1.292
amandine,8,-0.228,1.769
amanita,7,-0.963,1.593
amantadine,10,-0.304,1.292
amanuenses,10,-0.821,1.292
amanuensis,10,-0.549,1.769
amaranth,8,0.059,1.769
amaranthine,11,-0.031,1.292
amarelle,8,-0.996,1.292
amaretto,8,1.39,2.654
amaryllidaceous,15,-0.929,1.292
amaryllis,9,0.557,2.07
amass,5,1.356,1.894
amasser,7,-0.095,1.292
amassment,9,0.261,1.593
amateur,7,2.304,3.817
amateurish,10,1.526,2.593
amateurishly,12,1.259,1.292
amateurishness,14,0.864,1.292
amateurism,10,1.415,1.593
amateurship,11,0.441,1.292
amative,7,-0.809,1.292
amatively,9,-0.76,1.292
amativeness,11,-1.065,1.292
amatol,6,-0.884,1.292
amatory,7,-0.25,1.292
amaze,5,2.325,3.211
amazed,6,2.238,3.71
amazedly,8,0.71,1.292
amazedness,10,0.174,1.292
amazement,9,2.192,2.86
amazing,7,2.426,4.912
amazingly,9,2.239,3.256
amazonite,9,0.224,1.292
ambary,6,-1.205,1.292
ambassador,10,2.165,4.131
ambassadorial,13,0.946,1.769
ambassadorship,14,1.419,1.894
ambassadress,12,0.007,1.292
amber,5,2.576,3.968
ambergris,9,0.068,2.333
amberoid,8,-0.758,1.292
ambiance,8,1.88,2.246
ambidexterity,13,1.565,1.292
ambidexterous,13,1.94,1.292
ambidextrous,12,1.888,2.406
ambidextrously,14,1.578,1.292
ambidextrousness,16,1.304,1.292
ambience,8,2.016,2.872
ambient,7,2.005,2.723
ambiguity,9,2.173,2.468
ambiguous,9,2.449,2.872
ambiguously,11,2.179,1.292
ambiguousness,13,1.276,1.292
ambit,5,-0.362,1.292
ambition,8,2.576,3.73
ambitionless,12,1.324,1.292
ambitious,9,2.442,3.679
ambitiously,11,1.858,1.593
ambitiousness,13,1.359,1.292
ambivalence,11,1.784,2.406
ambivalent,10,1.802,2.406
amble,5,1.703,2.07
ambler,6,0.728,2.137
ambling,7,1.214,1.593
amblygonite,11,-1.055,1.292
amblyopia,9,-0.649,1.593
amblyopic,9,-0.428,1.292
ambo,4,-1.172,1.292
ambos,5,-1.129,1.991
amboyna,7,-1.505,1.292
ambrosia,8,1.701,2.991
ambrosial,9,0.778,1.593
ambrosially,11,0.006,1.292
ambry,5,-0.706,1.292
ambulance,9,2.244,4.35
ambulant,8,0.892,1.292
ambulate,8,0.958,1.292
ambulation,10,0.918,1.593
ambulatory,10,1.448,2.406
ambuscade,9,-0.65,1.292
ambush,6,2.323,3.736
ambusher,8,1.553,1.292
amebic,6,0.373,1.593
ameliorable,11,0.28,1.292
ameliorant,10,0.073,1.292
ameliorate,10,0.523,1.769
amelioration,12,0.483,1.593
